filepath,split,tasks/case category,tasks/malignancy,original_filepath,original_split,case category,malignancy,mask_path,original_image_size,original_mask_path
images/000201.tiff,test,1,0,benign/benign (280).png,train,benign,no malignant finding,masks/000201.tiff,"(556, 471)",benign/benign (280)_mask.png
images/000202.tiff,val,1,0,benign/benign (281).png,train,benign,no malignant finding,masks/000202.tiff,"(605, 392)",benign/benign (281)_mask.png
images/000203.tiff,train,1,0,benign/benign (282).png,train,benign,no malignant finding,masks/000203.tiff,"(560, 465)",benign/benign (282)_mask.png
images/000204.tiff,train,1,0,benign/benign (283).png,train,benign,no malignant finding,masks/000204.tiff,"(621, 508)",benign/benign (283)_mask.png
images/000205.tiff,test,1,0,benign/benign (284).png,train,benign,no malignant finding,masks/000205.tiff,"(622, 497)",benign/benign (284)_mask.png
images/000206.tiff,test,1,0,benign/benign (285).png,train,benign,no malignant finding,masks/000206.tiff,"(625, 494)",benign/benign (285)_mask.png
images/000207.tiff,train,1,0,benign/benign (286).png,train,benign,no malignant finding,masks/000207.tiff,"(620, 490)",benign/benign (286)_mask.png
images/000208.tiff,train,1,0,benign/benign (287).png,train,benign,no malignant finding,masks/000208.tiff,"(466, 390)",benign/benign (287)_mask.png
images/000209.tiff,train,1,0,benign/benign (288).png,train,benign,no malignant finding,masks/000209.tiff,"(463, 390)",benign/benign (288)_mask.png
images/000210.tiff,train,1,0,benign/benign (289).png,train,benign,no malignant finding,masks/000210.tiff,"(468, 393)",benign/benign (289)_mask.png
images/000211.tiff,train,1,0,benign/benign (29).png,train,benign,no malignant finding,masks/000211.tiff,"(561, 462)",benign/benign (29)_mask.png
images/000212.tiff,train,1,0,benign/benign (290).png,train,benign,no malignant finding,masks/000212.tiff,"(465, 389)",benign/benign (290)_mask.png
images/000213.tiff,train,1,0,benign/benign (291).png,train,benign,no malignant finding,masks/000213.tiff,"(462, 404)",benign/benign (291)_mask.png
images/000214.tiff,test,1,0,benign/benign (292).png,train,benign,no malignant finding,masks/000214.tiff,"(460, 391)",benign/benign (292)_mask.png
images/000215.tiff,train,1,0,benign/benign (293).png,train,benign,no malignant finding,masks/000215.tiff,"(473, 389)",benign/benign (293)_mask.png
images/000216.tiff,test,1,0,benign/benign (294).png,train,benign,no malignant finding,masks/000216.tiff,"(469, 394)",benign/benign (294)_mask.png
images/000217.tiff,test,1,0,benign/benign (295).png,train,benign,no malignant finding,masks/000217.tiff,"(472, 387)",benign/benign (295)_mask.png
images/000218.tiff,train,1,0,benign/benign (296).png,train,benign,no malignant finding,masks/000218.tiff,"(503, 328)",benign/benign (296)_mask.png
images/000219.tiff,val,1,0,benign/benign (297).png,train,benign,no malignant finding,masks/000219.tiff,"(467, 390)",benign/benign (297)_mask.png
images/000220.tiff,train,1,0,benign/benign (298).png,train,benign,no malignant finding,masks/000220.tiff,"(466, 391)",benign/benign (298)_mask.png
images/000221.tiff,train,1,0,benign/benign (299).png,train,benign,no malignant finding,masks/000221.tiff,"(463, 392)",benign/benign (299)_mask.png
images/000222.tiff,train,1,0,benign/benign (3).png,train,benign,no malignant finding,masks/000222.tiff,"(558, 471)",benign/benign (3)_mask.png
images/000223.tiff,train,1,0,benign/benign (30).png,train,benign,no malignant finding,masks/000223.tiff,"(557, 462)",benign/benign (30)_mask.png
images/000224.tiff,val,1,0,benign/benign (300).png,train,benign,no malignant finding,masks/000224.tiff,"(463, 387)",benign/benign (300)_mask.png
images/000225.tiff,train,1,0,benign/benign (301).png,train,benign,no malignant finding,masks/000225.tiff,"(463, 383)",benign/benign (301)_mask.png
images/000226.tiff,train,1,0,benign/benign (302).png,train,benign,no malignant finding,masks/000226.tiff,"(466, 390)",benign/benign (302)_mask.png
images/000227.tiff,train,1,0,benign/benign (303).png,train,benign,no malignant finding,masks/000227.tiff,"(463, 398)",benign/benign (303)_mask.png
images/000228.tiff,train,1,0,benign/benign (304).png,train,benign,no malignant finding,masks/000228.tiff,"(467, 387)",benign/benign (304)_mask.png
images/000229.tiff,train,1,0,benign/benign (305).png,train,benign,no malignant finding,masks/000229.tiff,"(466, 389)",benign/benign (305)_mask.png
images/000230.tiff,test,1,0,benign/benign (306).png,train,benign,no malignant finding,masks/000230.tiff,"(471, 386)",benign/benign (306)_mask.png
images/000231.tiff,train,1,0,benign/benign (307).png,train,benign,no malignant finding,masks/000231.tiff,"(775, 587)",benign/benign (307)_mask.png
images/000232.tiff,val,1,0,benign/benign (308).png,train,benign,no malignant finding,masks/000232.tiff,"(552, 468)",benign/benign (308)_mask.png
images/000233.tiff,val,1,0,benign/benign (309).png,train,benign,no malignant finding,masks/000233.tiff,"(769, 487)",benign/benign (309)_mask.png
images/000234.tiff,train,1,0,benign/benign (31).png,train,benign,no malignant finding,masks/000234.tiff,"(557, 467)",benign/benign (31)_mask.png
images/000235.tiff,train,1,0,benign/benign (310).png,train,benign,no malignant finding,masks/000235.tiff,"(544, 468)",benign/benign (310)_mask.png
images/000236.tiff,train,1,0,benign/benign (311).png,train,benign,no malignant finding,masks/000236.tiff,"(549, 496)",benign/benign (311)_mask.png
images/000237.tiff,train,1,0,benign/benign (312).png,train,benign,no malignant finding,masks/000237.tiff,"(552, 490)",benign/benign (312)_mask.png
images/000238.tiff,train,1,0,benign/benign (313).png,train,benign,no malignant finding,masks/000238.tiff,"(555, 468)",benign/benign (313)_mask.png
images/000239.tiff,train,1,0,benign/benign (314).png,train,benign,no malignant finding,masks/000239.tiff,"(554, 493)",benign/benign (314)_mask.png
images/000240.tiff,test,1,0,benign/benign (315).png,train,benign,no malignant finding,masks/000240.tiff,"(551, 470)",benign/benign (315)_mask.png
images/000241.tiff,test,1,0,benign/benign (316).png,train,benign,no malignant finding,masks/000241.tiff,"(550, 469)",benign/benign (316)_mask.png
images/000242.tiff,test,1,0,benign/benign (317).png,train,benign,no malignant finding,masks/000242.tiff,"(551, 491)",benign/benign (317)_mask.png
images/000243.tiff,test,1,0,benign/benign (318).png,train,benign,no malignant finding,masks/000243.tiff,"(554, 465)",benign/benign (318)_mask.png
images/000244.tiff,train,1,0,benign/benign (319).png,train,benign,no malignant finding,masks/000244.tiff,"(560, 467)",benign/benign (319)_mask.png
images/000245.tiff,train,1,0,benign/benign (32).png,train,benign,no malignant finding,masks/000245.tiff,"(656, 611)",benign/benign (32)_mask.png
images/000246.tiff,val,1,0,benign/benign (320).png,train,benign,no malignant finding,masks/000246.tiff,"(558, 475)",benign/benign (320)_mask.png
images/000247.tiff,train,1,0,benign/benign (321).png,train,benign,no malignant finding,masks/000247.tiff,"(546, 467)",benign/benign (321)_mask.png
images/000248.tiff,train,1,0,benign/benign (322).png,train,benign,no malignant finding,masks/000248.tiff,"(555, 491)",benign/benign (322)_mask.png
images/000249.tiff,train,1,0,benign/benign (323).png,train,benign,no malignant finding,masks/000249.tiff,"(560, 468)",benign/benign (323)_mask.png
images/000250.tiff,train,1,0,benign/benign (324).png,train,benign,no malignant finding,masks/000250.tiff,"(626, 583)",benign/benign (324)_mask.png
images/000251.tiff,test,1,0,benign/benign (325).png,train,benign,no malignant finding,masks/000251.tiff,"(613, 583)",benign/benign (325)_mask.png
images/000252.tiff,test,1,0,benign/benign (326).png,train,benign,no malignant finding,masks/000252.tiff,"(754, 619)",benign/benign (326)_mask.png
images/000253.tiff,val,1,0,benign/benign (327).png,train,benign,no malignant finding,masks/000253.tiff,"(689, 578)",benign/benign (327)_mask.png
images/000254.tiff,train,1,0,benign/benign (328).png,train,benign,no malignant finding,masks/000254.tiff,"(685, 567)",benign/benign (328)_mask.png
images/000255.tiff,train,1,0,benign/benign (329).png,train,benign,no malignant finding,masks/000255.tiff,"(665, 576)",benign/benign (329)_mask.png
images/000256.tiff,train,1,0,benign/benign (33).png,train,benign,no malignant finding,masks/000256.tiff,"(556, 468)",benign/benign (33)_mask.png
images/000257.tiff,train,1,0,benign/benign (330).png,train,benign,no malignant finding,masks/000257.tiff,"(669, 567)",benign/benign (330)_mask.png
images/000258.tiff,val,1,0,benign/benign (331).png,train,benign,no malignant finding,masks/000258.tiff,"(695, 527)",benign/benign (331)_mask.png
images/000259.tiff,train,1,0,benign/benign (332).png,train,benign,no malignant finding,masks/000259.tiff,"(703, 531)",benign/benign (332)_mask.png
images/000260.tiff,train,1,0,benign/benign (333).png,train,benign,no malignant finding,masks/000260.tiff,"(777, 569)",benign/benign (333)_mask.png
images/000261.tiff,train,1,0,benign/benign (334).png,train,benign,no malignant finding,masks/000261.tiff,"(589, 426)",benign/benign (334)_mask.png
images/000262.tiff,val,1,0,benign/benign (335).png,train,benign,no malignant finding,masks/000262.tiff,"(681, 559)",benign/benign (335)_mask.png
images/000263.tiff,train,1,0,benign/benign (336).png,train,benign,no malignant finding,masks/000263.tiff,"(783, 585)",benign/benign (336)_mask.png
images/000264.tiff,train,1,0,benign/benign (337).png,train,benign,no malignant finding,masks/000264.tiff,"(555, 487)",benign/benign (337)_mask.png
images/000265.tiff,train,1,0,benign/benign (338).png,train,benign,no malignant finding,masks/000265.tiff,"(611, 382)",benign/benign (338)_mask.png
images/000266.tiff,train,1,0,benign/benign (339).png,train,benign,no malignant finding,masks/000266.tiff,"(557, 465)",benign/benign (339)_mask.png
images/000267.tiff,val,1,0,benign/benign (34).png,train,benign,no malignant finding,masks/000267.tiff,"(558, 471)",benign/benign (34)_mask.png
images/000268.tiff,train,1,0,benign/benign (340).png,train,benign,no malignant finding,masks/000268.tiff,"(770, 425)",benign/benign (340)_mask.png
images/000269.tiff,test,1,0,benign/benign (341).png,train,benign,no malignant finding,masks/000269.tiff,"(683, 562)",benign/benign (341)_mask.png
images/000270.tiff,test,1,0,benign/benign (342).png,train,benign,no malignant finding,masks/000270.tiff,"(581, 431)",benign/benign (342)_mask.png
images/000271.tiff,train,1,0,benign/benign (343).png,train,benign,no malignant finding,masks/000271.tiff,"(564, 467)",benign/benign (343)_mask.png
images/000272.tiff,train,1,0,benign/benign (344).png,train,benign,no malignant finding,masks/000272.tiff,"(576, 434)",benign/benign (344)_mask.png
images/000273.tiff,test,1,0,benign/benign (345).png,train,benign,no malignant finding,masks/000273.tiff,"(566, 466)",benign/benign (345)_mask.png
images/000274.tiff,train,1,0,benign/benign (346).png,train,benign,no malignant finding,masks/000274.tiff,"(610, 373)",benign/benign (346)_mask.png
images/000275.tiff,train,1,0,benign/benign (347).png,train,benign,no malignant finding,masks/000275.tiff,"(605, 683)",benign/benign (347)_mask.png
images/000276.tiff,test,1,0,benign/benign (348).png,train,benign,no malignant finding,masks/000276.tiff,"(1028, 565)",benign/benign (348)_mask.png
images/000277.tiff,train,1,0,benign/benign (349).png,train,benign,no malignant finding,masks/000277.tiff,"(555, 471)",benign/benign (349)_mask.png
images/000278.tiff,train,1,0,benign/benign (35).png,train,benign,no malignant finding,masks/000278.tiff,"(556, 476)",benign/benign (35)_mask.png
images/000279.tiff,val,1,0,benign/benign (350).png,train,benign,no malignant finding,masks/000279.tiff,"(786, 580)",benign/benign (350)_mask.png
images/000280.tiff,train,1,0,benign/benign (351).png,train,benign,no malignant finding,masks/000280.tiff,"(585, 429)",benign/benign (351)_mask.png
images/000281.tiff,train,1,0,benign/benign (352).png,train,benign,no malignant finding,masks/000281.tiff,"(573, 428)",benign/benign (352)_mask.png
images/000282.tiff,val,1,0,benign/benign (353).png,train,benign,no malignant finding,masks/000282.tiff,"(680, 583)",benign/benign (353)_mask.png
images/000283.tiff,train,1,0,benign/benign (354).png,train,benign,no malignant finding,masks/000283.tiff,"(606, 605)",benign/benign (354)_mask.png
images/000284.tiff,train,1,0,benign/benign (355).png,train,benign,no malignant finding,masks/000284.tiff,"(675, 562)",benign/benign (355)_mask.png
images/000285.tiff,train,1,0,benign/benign (356).png,train,benign,no malignant finding,masks/000285.tiff,"(556, 468)",benign/benign (356)_mask.png
images/000286.tiff,train,1,0,benign/benign (357).png,train,benign,no malignant finding,masks/000286.tiff,"(581, 429)",benign/benign (357)_mask.png
images/000287.tiff,train,1,0,benign/benign (358).png,train,benign,no malignant finding,masks/000287.tiff,"(555, 467)",benign/benign (358)_mask.png
images/000288.tiff,test,1,0,benign/benign (359).png,train,benign,no malignant finding,masks/000288.tiff,"(567, 462)",benign/benign (359)_mask.png
images/000289.tiff,train,1,0,benign/benign (36).png,train,benign,no malignant finding,masks/000289.tiff,"(526, 474)",benign/benign (36)_mask.png
images/000290.tiff,train,1,0,benign/benign (360).png,train,benign,no malignant finding,masks/000290.tiff,"(683, 574)",benign/benign (360)_mask.png
images/000291.tiff,train,1,0,benign/benign (361).png,train,benign,no malignant finding,masks/000291.tiff,"(558, 470)",benign/benign (361)_mask.png
images/000292.tiff,train,1,0,benign/benign (362).png,train,benign,no malignant finding,masks/000292.tiff,"(557, 464)",benign/benign (362)_mask.png
images/000293.tiff,val,1,0,benign/benign (363).png,train,benign,no malignant finding,masks/000293.tiff,"(586, 433)",benign/benign (363)_mask.png
images/000294.tiff,train,1,0,benign/benign (364).png,train,benign,no malignant finding,masks/000294.tiff,"(557, 465)",benign/benign (364)_mask.png
images/000295.tiff,test,1,0,benign/benign (365).png,train,benign,no malignant finding,masks/000295.tiff,"(582, 431)",benign/benign (365)_mask.png
images/000296.tiff,train,1,0,benign/benign (366).png,train,benign,no malignant finding,masks/000296.tiff,"(562, 463)",benign/benign (366)_mask.png
images/000297.tiff,val,1,0,benign/benign (367).png,train,benign,no malignant finding,masks/000297.tiff,"(560, 462)",benign/benign (367)_mask.png
images/000298.tiff,train,1,0,benign/benign (368).png,train,benign,no malignant finding,masks/000298.tiff,"(689, 575)",benign/benign (368)_mask.png
images/000299.tiff,train,1,0,benign/benign (369).png,train,benign,no malignant finding,masks/000299.tiff,"(772, 581)",benign/benign (369)_mask.png
images/000300.tiff,train,1,0,benign/benign (37).png,train,benign,no malignant finding,masks/000300.tiff,"(557, 468)",benign/benign (37)_mask.png
images/000301.tiff,train,1,0,benign/benign (370).png,train,benign,no malignant finding,masks/000301.tiff,"(549, 458)",benign/benign (370)_mask.png
images/000302.tiff,train,1,0,benign/benign (371).png,train,benign,no malignant finding,masks/000302.tiff,"(756, 589)",benign/benign (371)_mask.png
images/000303.tiff,val,1,0,benign/benign (372).png,train,benign,no malignant finding,masks/000303.tiff,"(544, 469)",benign/benign (372)_mask.png
images/000304.tiff,train,1,0,benign/benign (373).png,train,benign,no malignant finding,masks/000304.tiff,"(555, 457)",benign/benign (373)_mask.png
images/000305.tiff,train,1,0,benign/benign (374).png,train,benign,no malignant finding,masks/000305.tiff,"(544, 468)",benign/benign (374)_mask.png
images/000306.tiff,train,1,0,benign/benign (375).png,train,benign,no malignant finding,masks/000306.tiff,"(775, 571)",benign/benign (375)_mask.png
images/000307.tiff,train,1,0,benign/benign (376).png,train,benign,no malignant finding,masks/000307.tiff,"(546, 467)",benign/benign (376)_mask.png
images/000308.tiff,test,1,0,benign/benign (377).png,train,benign,no malignant finding,masks/000308.tiff,"(752, 578)",benign/benign (377)_mask.png
images/000309.tiff,train,1,0,benign/benign (378).png,train,benign,no malignant finding,masks/000309.tiff,"(548, 464)",benign/benign (378)_mask.png
images/000310.tiff,train,1,0,benign/benign (379).png,train,benign,no malignant finding,masks/000310.tiff,"(1010, 583)",benign/benign (379)_mask.png
images/000311.tiff,train,1,0,benign/benign (38).png,train,benign,no malignant finding,masks/000311.tiff,"(550, 484)",benign/benign (38)_mask.png
images/000312.tiff,train,1,0,benign/benign (380).png,train,benign,no malignant finding,masks/000312.tiff,"(750, 572)",benign/benign (380)_mask.png
images/000313.tiff,test,1,0,benign/benign (381).png,train,benign,no malignant finding,masks/000313.tiff,"(747, 576)",benign/benign (381)_mask.png
images/000314.tiff,train,1,0,benign/benign (382).png,train,benign,no malignant finding,masks/000314.tiff,"(730, 475)",benign/benign (382)_mask.png
images/000315.tiff,test,1,0,benign/benign (383).png,train,benign,no malignant finding,masks/000315.tiff,"(552, 493)",benign/benign (383)_mask.png
images/000316.tiff,train,1,0,benign/benign (384).png,train,benign,no malignant finding,masks/000316.tiff,"(760, 425)",benign/benign (384)_mask.png
images/000317.tiff,val,1,0,benign/benign (385).png,train,benign,no malignant finding,masks/000317.tiff,"(551, 458)",benign/benign (385)_mask.png
images/000318.tiff,train,1,0,benign/benign (386).png,train,benign,no malignant finding,masks/000318.tiff,"(768, 578)",benign/benign (386)_mask.png
images/000319.tiff,train,1,0,benign/benign (387).png,train,benign,no malignant finding,masks/000319.tiff,"(549, 486)",benign/benign (387)_mask.png
images/000320.tiff,train,1,0,benign/benign (388).png,train,benign,no malignant finding,masks/000320.tiff,"(763, 572)",benign/benign (388)_mask.png
images/000321.tiff,train,1,0,benign/benign (389).png,train,benign,no malignant finding,masks/000321.tiff,"(927, 567)",benign/benign (389)_mask.png
images/000322.tiff,train,1,0,benign/benign (39).png,train,benign,no malignant finding,masks/000322.tiff,"(578, 433)",benign/benign (39)_mask.png
images/000323.tiff,train,1,0,benign/benign (390).png,train,benign,no malignant finding,masks/000323.tiff,"(779, 583)",benign/benign (390)_mask.png
images/000324.tiff,train,1,0,benign/benign (391).png,train,benign,no malignant finding,masks/000324.tiff,"(687, 578)",benign/benign (391)_mask.png
images/000325.tiff,val,1,0,benign/benign (392).png,train,benign,no malignant finding,masks/000325.tiff,"(729, 477)",benign/benign (392)_mask.png
images/000326.tiff,train,1,0,benign/benign (393).png,train,benign,no malignant finding,masks/000326.tiff,"(685, 583)",benign/benign (393)_mask.png
images/000327.tiff,train,1,0,benign/benign (394).png,train,benign,no malignant finding,masks/000327.tiff,"(558, 468)",benign/benign (394)_mask.png
images/000328.tiff,train,1,0,benign/benign (395).png,train,benign,no malignant finding,masks/000328.tiff,"(615, 576)",benign/benign (395)_mask.png
images/000329.tiff,train,1,0,benign/benign (396).png,train,benign,no malignant finding,masks/000329.tiff,"(420, 474)",benign/benign (396)_mask.png
images/000330.tiff,test,1,0,benign/benign (397).png,train,benign,no malignant finding,masks/000330.tiff,"(554, 470)",benign/benign (397)_mask.png
images/000331.tiff,train,1,0,benign/benign (398).png,train,benign,no malignant finding,masks/000331.tiff,"(563, 469)",benign/benign (398)_mask.png
images/000332.tiff,train,1,0,benign/benign (399).png,train,benign,no malignant finding,masks/000332.tiff,"(555, 468)",benign/benign (399)_mask.png
images/000333.tiff,train,1,0,benign/benign (4).png,train,benign,no malignant finding,masks/000333.tiff,"(555, 465)",benign/benign (4)_mask.png
images/000334.tiff,train,1,0,benign/benign (40).png,train,benign,no malignant finding,masks/000334.tiff,"(706, 526)",benign/benign (40)_mask.png
images/000335.tiff,train,1,0,benign/benign (400).png,train,benign,no malignant finding,masks/000335.tiff,"(779, 580)",benign/benign (400)_mask.png
images/000336.tiff,train,1,0,benign/benign (401).png,train,benign,no malignant finding,masks/000336.tiff,"(557, 469)",benign/benign (401)_mask.png
images/000337.tiff,test,1,0,benign/benign (402).png,train,benign,no malignant finding,masks/000337.tiff,"(561, 469)",benign/benign (402)_mask.png
images/000338.tiff,train,1,0,benign/benign (403).png,train,benign,no malignant finding,masks/000338.tiff,"(549, 467)",benign/benign (403)_mask.png
images/000339.tiff,test,1,0,benign/benign (404).png,train,benign,no malignant finding,masks/000339.tiff,"(772, 578)",benign/benign (404)_mask.png
images/000340.tiff,train,1,0,benign/benign (405).png,train,benign,no malignant finding,masks/000340.tiff,"(566, 465)",benign/benign (405)_mask.png
images/000341.tiff,train,1,0,benign/benign (406).png,train,benign,no malignant finding,masks/000341.tiff,"(563, 463)",benign/benign (406)_mask.png
images/000342.tiff,train,1,0,benign/benign (407).png,train,benign,no malignant finding,masks/000342.tiff,"(560, 467)",benign/benign (407)_mask.png
images/000343.tiff,test,1,0,benign/benign (408).png,train,benign,no malignant finding,masks/000343.tiff,"(554, 465)",benign/benign (408)_mask.png
images/000344.tiff,train,1,0,benign/benign (409).png,train,benign,no malignant finding,masks/000344.tiff,"(558, 466)",benign/benign (409)_mask.png
images/000345.tiff,test,1,0,benign/benign (41).png,train,benign,no malignant finding,masks/000345.tiff,"(550, 484)",benign/benign (41)_mask.png
images/000346.tiff,train,1,0,benign/benign (410).png,train,benign,no malignant finding,masks/000346.tiff,"(558, 468)",benign/benign (410)_mask.png
images/000347.tiff,val,1,0,benign/benign (411).png,train,benign,no malignant finding,masks/000347.tiff,"(602, 587)",benign/benign (411)_mask.png
images/000348.tiff,val,1,0,benign/benign (412).png,train,benign,no malignant finding,masks/000348.tiff,"(779, 576)",benign/benign (412)_mask.png
images/000349.tiff,train,1,0,benign/benign (413).png,train,benign,no malignant finding,masks/000349.tiff,"(433, 478)",benign/benign (413)_mask.png
images/000350.tiff,train,1,0,benign/benign (414).png,train,benign,no malignant finding,masks/000350.tiff,"(812, 703)",benign/benign (414)_mask.png
images/000351.tiff,train,1,0,benign/benign (415).png,train,benign,no malignant finding,masks/000351.tiff,"(781, 578)",benign/benign (415)_mask.png
images/000352.tiff,train,1,0,benign/benign (416).png,train,benign,no malignant finding,masks/000352.tiff,"(878, 574)",benign/benign (416)_mask.png
images/000353.tiff,train,1,0,benign/benign (417).png,train,benign,no malignant finding,masks/000353.tiff,"(599, 416)",benign/benign (417)_mask.png
images/000354.tiff,train,1,0,benign/benign (418).png,train,benign,no malignant finding,masks/000354.tiff,"(607, 414)",benign/benign (418)_mask.png
images/000355.tiff,train,1,0,benign/benign (419).png,train,benign,no malignant finding,masks/000355.tiff,"(772, 574)",benign/benign (419)_mask.png
images/000356.tiff,train,1,0,benign/benign (42).png,train,benign,no malignant finding,masks/000356.tiff,"(581, 437)",benign/benign (42)_mask.png
images/000357.tiff,train,1,0,benign/benign (420).png,train,benign,no malignant finding,masks/000357.tiff,"(768, 574)",benign/benign (420)_mask.png
images/000358.tiff,val,1,0,benign/benign (421).png,train,benign,no malignant finding,masks/000358.tiff,"(551, 487)",benign/benign (421)_mask.png
images/000359.tiff,train,1,0,benign/benign (422).png,train,benign,no malignant finding,masks/000359.tiff,"(768, 487)",benign/benign (422)_mask.png
images/000360.tiff,train,1,0,benign/benign (423).png,train,benign,no malignant finding,masks/000360.tiff,"(561, 470)",benign/benign (423)_mask.png
images/000361.tiff,train,1,0,benign/benign (424).png,train,benign,no malignant finding,masks/000361.tiff,"(544, 469)",benign/benign (424)_mask.png
images/000362.tiff,train,1,0,benign/benign (425).png,train,benign,no malignant finding,masks/000362.tiff,"(544, 469)",benign/benign (425)_mask.png
images/000363.tiff,train,1,0,benign/benign (426).png,train,benign,no malignant finding,masks/000363.tiff,"(549, 465)",benign/benign (426)_mask.png
images/000364.tiff,train,1,0,benign/benign (427).png,train,benign,no malignant finding,masks/000364.tiff,"(780, 380)",benign/benign (427)_mask.png
images/000365.tiff,train,1,0,benign/benign (428).png,train,benign,no malignant finding,masks/000365.tiff,"(769, 382)",benign/benign (428)_mask.png
images/000366.tiff,test,1,0,benign/benign (429).png,train,benign,no malignant finding,masks/000366.tiff,"(582, 437)",benign/benign (429)_mask.png
images/000367.tiff,train,1,0,benign/benign (43).png,train,benign,no malignant finding,masks/000367.tiff,"(554, 495)",benign/benign (43)_mask.png
images/000368.tiff,train,1,0,benign/benign (430).png,train,benign,no malignant finding,masks/000368.tiff,"(768, 581)",benign/benign (430)_mask.png
images/000369.tiff,train,1,0,benign/benign (431).png,train,benign,no malignant finding,masks/000369.tiff,"(582, 431)",benign/benign (431)_mask.png
images/000370.tiff,train,1,0,benign/benign (432).png,train,benign,no malignant finding,masks/000370.tiff,"(469, 394)",benign/benign (432)_mask.png
images/000371.tiff,train,1,0,benign/benign (433).png,train,benign,no malignant finding,masks/000371.tiff,"(550, 462)",benign/benign (433)_mask.png
images/000372.tiff,test,1,0,benign/benign (434).png,train,benign,no malignant finding,masks/000372.tiff,"(501, 609)",benign/benign (434)_mask.png
images/000373.tiff,val,1,0,benign/benign (435).png,train,benign,no malignant finding,masks/000373.tiff,"(552, 469)",benign/benign (435)_mask.png
images/000374.tiff,train,1,0,benign/benign (436).png,train,benign,no malignant finding,masks/000374.tiff,"(502, 474)",benign/benign (436)_mask.png
images/000375.tiff,train,1,0,benign/benign (437).png,train,benign,no malignant finding,masks/000375.tiff,"(768, 585)",benign/benign (437)_mask.png
images/000376.tiff,val,1,0,benign/benign (44).png,train,benign,no malignant finding,masks/000376.tiff,"(777, 580)",benign/benign (44)_mask.png
images/000377.tiff,train,1,0,benign/benign (45).png,train,benign,no malignant finding,masks/000377.tiff,"(775, 580)",benign/benign (45)_mask.png
images/000378.tiff,test,1,0,benign/benign (46).png,train,benign,no malignant finding,masks/000378.tiff,"(561, 468)",benign/benign (46)_mask.png
images/000379.tiff,test,1,0,benign/benign (47).png,train,benign,no malignant finding,masks/000379.tiff,"(763, 585)",benign/benign (47)_mask.png
images/000380.tiff,train,1,0,benign/benign (48).png,train,benign,no malignant finding,masks/000380.tiff,"(775, 583)",benign/benign (48)_mask.png
images/000381.tiff,train,1,0,benign/benign (49).png,train,benign,no malignant finding,masks/000381.tiff,"(777, 576)",benign/benign (49)_mask.png
images/000382.tiff,train,1,0,benign/benign (5).png,train,benign,no malignant finding,masks/000382.tiff,"(549, 496)",benign/benign (5)_mask.png
images/000383.tiff,train,1,0,benign/benign (50).png,train,benign,no malignant finding,masks/000383.tiff,"(884, 581)",benign/benign (50)_mask.png
images/000384.tiff,val,1,0,benign/benign (51).png,train,benign,no malignant finding,masks/000384.tiff,"(357, 338)",benign/benign (51)_mask.png
images/000385.tiff,test,1,0,benign/benign (52).png,train,benign,no malignant finding,masks/000385.tiff,"(370, 338)",benign/benign (52)_mask.png
images/000386.tiff,val,1,0,benign/benign (53).png,train,benign,no malignant finding,masks/000386.tiff,"(552, 492)",benign/benign (53)_mask.png
images/000387.tiff,test,1,0,benign/benign (54).png,train,benign,no malignant finding,masks/000387.tiff,"(616, 468)",benign/benign (54)_mask.png
images/000388.tiff,train,1,0,benign/benign (55).png,train,benign,no malignant finding,masks/000388.tiff,"(763, 614)",benign/benign (55)_mask.png
images/000389.tiff,test,1,0,benign/benign (56).png,train,benign,no malignant finding,masks/000389.tiff,"(806, 711)",benign/benign (56)_mask.png
images/000390.tiff,train,1,0,benign/benign (57).png,train,benign,no malignant finding,masks/000390.tiff,"(555, 470)",benign/benign (57)_mask.png
images/000391.tiff,test,1,0,benign/benign (58).png,train,benign,no malignant finding,masks/000391.tiff,"(781, 572)",benign/benign (58)_mask.png
images/000392.tiff,test,1,0,benign/benign (59).png,train,benign,no malignant finding,masks/000392.tiff,"(563, 468)",benign/benign (59)_mask.png
images/000393.tiff,train,1,0,benign/benign (6).png,train,benign,no malignant finding,masks/000393.tiff,"(558, 467)",benign/benign (6)_mask.png
images/000394.tiff,train,1,0,benign/benign (60).png,train,benign,no malignant finding,masks/000394.tiff,"(759, 598)",benign/benign (60)_mask.png
images/000395.tiff,train,1,0,benign/benign (61).png,train,benign,no malignant finding,masks/000395.tiff,"(773, 578)",benign/benign (61)_mask.png
images/000396.tiff,train,1,0,benign/benign (62).png,train,benign,no malignant finding,masks/000396.tiff,"(389, 594)",benign/benign (62)_mask.png
images/000397.tiff,test,1,0,benign/benign (63).png,train,benign,no malignant finding,masks/000397.tiff,"(608, 660)",benign/benign (63)_mask.png
images/000398.tiff,train,1,0,benign/benign (64).png,train,benign,no malignant finding,masks/000398.tiff,"(610, 471)",benign/benign (64)_mask.png
images/000399.tiff,train,1,0,benign/benign (65).png,train,benign,no malignant finding,masks/000399.tiff,"(564, 474)",benign/benign (65)_mask.png
images/000400.tiff,val,1,0,benign/benign (66).png,train,benign,no malignant finding,masks/000400.tiff,"(562, 473)",benign/benign (66)_mask.png
images/000401.tiff,test,1,0,benign/benign (67).png,train,benign,no malignant finding,masks/000401.tiff,"(516, 467)",benign/benign (67)_mask.png
images/000402.tiff,val,1,0,benign/benign (68).png,train,benign,no malignant finding,masks/000402.tiff,"(682, 587)",benign/benign (68)_mask.png
